,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,host_is_superhost,property_type,bedrooms,beds,guests_included,review_scores_rating,instant_bookable,bathrooms,security_deposit,cleaning_fee,len_amenities
0,49091,COZICOMFORT LONG TERM STAY ROOM 2,266763,Francesca,North Region,Woodlands,1.44255,103.7958,Private room,84,180,1,0.01,2,365,f,Apartment,1.0,1.0,1,94.0,f,1.0,0.0,0.0,8
1,50646,Pleasant Room along Bukit Timah,227796,Sujatha,Central Region,Bukit Timah,1.33235,103.78520999999999,Private room,80,90,18,0.24,1,365,f,Apartment,1.0,1.0,2,91.0,f,1.0,0.0,0.0,12
2,56334,COZICOMFORT,266763,Francesca,North Region,Woodlands,1.44246,103.79666999999999,Private room,70,6,20,0.18,2,365,f,Apartment,1.0,1.0,1,98.0,f,1.0,0.0,0.0,9
3,71609,Ensuite Room (Room 1 & 2) near EXPO,367042,Belinda,East Region,Tampines,1.34541,103.95711999999999,Private room,167,90,20,0.19,8,365,f,Villa,2.0,3.0,4,89.0,t,1.0,279.0,56.0,27
4,71896,B&B  Room 1 near Airport & EXPO,367042,Belinda,East Region,Tampines,1.3456700000000001,103.95963,Private room,95,90,24,0.22,8,365,f,House,1.0,1.0,1,83.0,t,0.5,139.0,28.0,24
5,71903,Room 2-near Airport & EXPO,367042,Belinda,East Region,Tampines,1.34702,103.96103000000001,Private room,84,90,48,0.43,8,365,f,House,1.0,2.0,1,88.0,f,0.5,139.0,28.0,18
6,71907,3rd level Jumbo room 5 near EXPO,367042,Belinda,East Region,Tampines,1.34348,103.96337,Private room,209,1,29,0.26,8,180,f,House,1.0,7.0,4,82.0,t,1.0,279.0,70.0,23
7,241503,"Long stay at The Breezy East ""Leopard""",1017645,Bianca,East Region,Bedok,1.3239100000000001,103.91277,Private room,52,90,176,1.71,3,356,t,Townhouse,1.0,1.0,1,99.0,f,1.0,200.0,0.0,36
8,241508,"Long stay at The Breezy East ""Plumeria""",1017645,Bianca,East Region,Bedok,1.3239100000000001,103.91277,Private room,54,90,199,1.89,3,353,t,Townhouse,1.0,2.0,1,99.0,f,1.0,200.0,0.0,35
9,275343,Conveniently located City Room!( (Phone number hidden by Airbnb) ),1439258,K2 Guesthouse,Central Region,Bukit Merah,1.28875,103.80814000000001,Private room,49,14,20,0.23,4,364,f,Apartment,1.0,1.0,1,88.0,f,1.0,152.0,65.0,14
10,275344,15 mins to Outram MRT Single Room (B),1439258,K2 Guesthouse,Central Region,Bukit Merah,1.28837,103.81099,Private room,41,14,12,0.12,4,364,f,Apartment,1.0,0.0,1,94.0,f,0.5,250.0,65.0,16
11,294281,5 mins walk from Newton subway,1521514,Elizabeth,Central Region,Newton,1.31125,103.83816,Private room,63,90,133,1.3,7,365,f,Apartment,1.0,1.0,1,89.0,f,1.0,147.0,42.0,27
12,301247,Nice room with private bath beside train station,1552002,Rahul,Central Region,Geylang,1.31724,103.88958000000001,Private room,40,10,104,1.28,1,0,f,Apartment,1.0,1.0,1,90.0,f,1.0,150.0,0.0,15
13,324945,20 Mins to Sentosa @ Hilltop ! (8),1439258,K2 Guesthouse,Central Region,Bukit Merah,1.28976,103.80896,Private room,45,14,14,0.14,4,364,f,Apartment,1.0,1.0,1,84.0,f,0.0,200.0,55.0,12
14,330089,"Accomo@ REDHILL-INSEAD, NTU,NUS -Mu(D)",1439258,K2 Guesthouse,Central Region,Bukit Merah,1.28677,103.81244000000001,Private room,41,14,10,0.13,4,364,f,Apartment,0.0,1.0,1,93.0,f,2.0,150.0,65.0,15
15,344803,Budget short stay room near  EXPO,367042,Belinda,East Region,Tampines,1.34943,103.95951,Private room,49,90,58,0.58,8,365,f,House,1.0,1.0,1,92.0,t,1.5,139.0,28.0,28
16,355955,Double room in an Authentic Peranakan Shophouse,1759905,Aresha,Central Region,Geylang,1.3142,103.90231999999999,Private room,80,90,0,0.0,1,174,f,Townhouse,1.0,1.0,1,0.0,f,1.0,0.0,0.0,10
17,369141,5mins from Newton Train Station,1521514,Elizabeth,Central Region,Newton,1.3115,103.83759,Private room,60,90,92,1.12,7,365,f,Other,1.0,1.0,1,90.0,f,1.0,150.0,42.0,25
18,369145,5 mins walk from Newton MRT,1521514,Elizabeth,Central Region,Newton,1.31159,103.83805,Private room,60,90,165,1.65,7,365,f,Townhouse,1.0,1.0,1,88.0,f,1.0,150.0,42.0,26
19,395191,Heritage Apartment Room near Orchard,1975201,Adi,Central Region,River Valley,1.29345,103.83561999999999,Private room,56,90,27,0.32,1,0,f,Apartment,1.0,1.0,2,86.0,f,0.0,137.0,0.0,11
20,423875,Master Bedroom 4-Airport & EXPO,367042,Belinda,East Region,Tampines,1.34838,103.9592,Private room,105,90,18,0.19,8,365,f,House,1.0,2.0,1,89.0,f,1.0,139.0,28.0,31
21,468782,★★★LOVELY ENSUITE ROOM 30 MINS TO ORCHARD ROAD★★★,2327208,Jerome,North-East Region,Serangoon,1.3628,103.86446,Private room,56,2,82,0.83,1,365,f,House,1.0,0.0,1,94.0,f,1.5,140.0,15.0,8
22,481789,Master Bedroom in Newly Built Flat,2386154,Susan,East Region,Tampines,1.34816,103.93238000000001,Private room,36,180,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,1300.0,0.0,5
23,553229,Comfortable Condo Room - Boon Lay MRT,1030128,Lena,West Region,Jurong West,1.34135,103.71139000000001,Private room,56,2,29,0.31,3,365,f,Condominium,1.0,1.0,1,92.0,f,1.0,279.0,25.0,26
24,604966,Boutique 1 bedroom entiere appart,2996022,Frederic,Central Region,Bukit Timah,1.33171,103.79383,Entire home/apt,278,4,11,0.12,1,362,f,Apartment,2.0,1.0,1,91.0,f,2.0,1398.0,63.0,23
25,642660,BEST CITY LIVING WITH GA RESIDENCE,3212572,Roger,Central Region,Rochor,1.3010899999999999,103.85234,Private room,168,180,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,2.0,0.0,28.0,12
26,696136,Quiet ensuite room in Holland Village,1289033,Grace,Central Region,Bukit Timah,1.31016,103.79853,Private room,101,90,28,0.3,1,91,f,House,1.0,1.0,1,90.0,f,1.0,0.0,20.0,10
27,733863,Homestay at Serangoon,3824517,Shirlnet,North-East Region,Serangoon,1.36743,103.87288000000001,Private room,27,180,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,590.0,30.0,12
28,746929,2 Bdrm SeaView Condo_10 Mins to Beach,3919513,Jimm,East Region,Bedok,1.30792,103.92286999999999,Entire home/apt,210,14,117,1.34,1,37,t,Condominium,2.0,3.0,4,95.0,f,3.0,140.0,70.0,32
29,756267,East Coast Boutique,1584407,Richard,Central Region,Marine Parade,1.30416,103.90075999999999,Private room,165,2,69,0.75,5,87,t,Apartment,1.0,1.0,1,94.0,f,1.0,500.0,0.0,22
30,756300,Cosy Furnished bedroom,3981231,Christiana,North-East Region,Serangoon,1.35001,103.87161,Private room,43,1,36,0.39,1,0,f,Apartment,1.0,1.0,1,94.0,f,1.0,0.0,35.0,30
31,756347,Bedroom for one. Good sea view,3981177,Sharon,East Region,Pasir Ris,1.37527,103.94561999999999,Private room,205,1,0,0.0,1,0,f,Apartment,1.0,1.0,1,0.0,f,0.5,0.0,0.0,3
32,765579,Chinatown@doorstep: *Queenbed Room 891,2413412,Kaurus,Central Region,Outram,1.2841,103.84253000000001,Private room,45,90,2,0.02,138,356,f,Apartment,1.0,1.0,1,80.0,t,2.0,0.0,15.0,28
33,768313,Common Room for rent immediate,4053150,Immellymel,North-East Region,Punggol,1.39963,103.9064,Private room,168,1,0,0.0,1,365,f,Apartment,0.0,0.0,1,0.0,f,0.0,0.0,0.0,0
34,782227,"Cosy, bright, tasefully furnished",4125828,Jenny,Central Region,Queenstown,1.28342,103.78585,Private room,129,3,1,0.17,1,365,f,Apartment,1.0,1.0,1,100.0,f,1.0,0.0,36.0,7
36,819034,Boutique 2 Bedroom Apartment,1584407,Richard,Central Region,Marine Parade,1.30492,103.90315,Entire home/apt,300,2,40,0.44,5,66,t,Apartment,2.0,2.0,1,96.0,f,2.0,500.0,0.0,22
37,819044,East Coast Hideaway,1584407,Richard,Central Region,Marine Parade,1.30425,103.90097,Private room,150,2,70,0.77,5,87,t,Apartment,1.0,1.0,1,91.0,f,0.5,500.0,0.0,24
38,823571,Apartment away from town,4177147,Tania,East Region,Bedok,1.31313,103.91479,Private room,279,1,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,0.0,0.0,2
39,881253,Chinatown Doorstep: *Ensuite 1+1+ WOW city view!,2413412,Kaurus,Central Region,Outram,1.28291,103.84284,Private room,66,90,3,0.03,138,0,f,Apartment,1.0,2.0,1,80.0,t,1.0,0.0,20.0,33
40,915275,Ensuite M1B within Heritage apartment,2413412,Kaurus,Central Region,Kallang,1.3123,103.8568,Private room,55,18,2,0.05,138,352,f,Apartment,1.0,1.0,1,90.0,t,1.0,0.0,20.0,33
41,918880,White English Home - strictly for female guest,4935740,Jill,North-East Region,Serangoon,1.36885,103.8731,Private room,66,1,25,0.35,1,364,f,Apartment,1.0,2.0,1,97.0,f,1.0,250.0,80.0,30
42,922509,Chinatown your doorstep: Ensuite M203,2413412,Kaurus,Central Region,Outram,1.28429,103.84297,Private room,60,18,7,0.14,138,1,f,Apartment,1.0,1.0,1,93.0,t,1.0,0.0,30.0,33
43,982909,Cozy Room @Central Area,4723385,Yuan,Central Region,Novena,1.33334,103.8327,Private room,70,2,246,2.8,1,231,t,Apartment,1.0,1.0,1,97.0,f,1.0,200.0,30.0,37
44,1024986,Super Host Apartment,5643415,Martin,Central Region,River Valley,1.29245,103.83742,Entire home/apt,145,1,178,2.2,1,356,f,Apartment,1.0,1.0,1,96.0,f,1.0,1000.0,50.0,38
45,1142414,Heritage apartment: Master Rm4* +bathroom,2413412,Kaurus,Central Region,Kallang,1.31189,103.85901,Private room,47,18,2,0.04,138,365,f,Apartment,1.0,1.0,1,60.0,t,1.0,0.0,20.0,28
46,1178486,Cosy Private Room -  Ladies Only,6448029,Su,Central Region,Kallang,1.2963799999999999,103.87281999999999,Private room,80,90,14,0.16,1,0,f,Condominium,1.0,1.0,1,98.0,f,1.0,0.0,20.0,32
47,1183421,Luxury Loft in the Center of SG,6473817,Quinn,Central Region,Singapore River,1.28708,103.84444,Entire home/apt,231,90,28,0.35,1,178,t,Loft,1.0,1.0,1,94.0,f,1.0,300.0,70.0,21
48,1210268,3BR (For 5)Apt Orchard/Stevens/UNESCO *MRT* Sui,6609641,Catherine,Central Region,Tanglin,1.31617,103.82694000000001,Entire home/apt,320,7,44,0.56,20,334,t,Apartment,3.0,4.0,1,89.0,t,3.0,1000.0,120.0,40
49,1229614,NEWLY RENOVATED 1 Bedrm Apt Orchard/Stevens #12,6609641,Catherine,Central Region,Tanglin,1.31503,103.82614000000001,Entire home/apt,150,7,34,0.43,20,365,t,House,1.0,1.0,1,95.0,t,1.0,500.0,100.0,45
50,1233249,2BR (For 3) Apt Orchard/Stevens/UNESCO *MRT* A,6609641,Catherine,Central Region,Tanglin,1.3150700000000002,103.82704,Entire home/apt,240,7,33,0.41,20,365,t,Apartment,2.0,2.0,1,92.0,t,2.5,500.0,100.0,41
51,1242205,Heritage Shophouse - Alluring Lodge,3589987,Sheryl,Central Region,Marine Parade,1.31,103.90321,Private room,137,6,10,0.12,2,0,f,Townhouse,1.0,1.0,1,95.0,t,1.0,171.0,41.0,30
52,1244654,kAwesome view! Ensuite M208,2413412,Kaurus,Central Region,Outram,1.2838,103.84265,Private room,59,90,4,0.09,138,356,f,Apartment,1.0,1.0,1,90.0,t,1.0,0.0,30.0,31
53,1249555,Heritage apartment: Master rmM3C,2413412,Kaurus,Central Region,Kallang,1.31213,103.8561,Private room,55,18,1,0.02,138,365,f,Apartment,1.0,1.0,1,100.0,t,1.0,0.0,20.0,29
54,1261443,AweSome view* Ensuite 1+1 @ CBD/Chinatown,2413412,Kaurus,Central Region,Outram,1.2845799999999998,103.84311,Private room,66,90,3,0.08,138,356,f,Apartment,1.0,1.0,1,100.0,t,1.0,0.0,20.0,34
55,1277842,SHORT TERM ACCOMMODATION,6954638,Caleb,Central Region,Queenstown,1.2927,103.7685,Private room,60,5,40,8.05,9,0,f,House,1.0,2.0,1,95.0,f,4.0,0.0,0.0,0
56,1277919,SHORT TERM ACCOMODATION AT CLEMENTI,6954638,Caleb,Central Region,Queenstown,1.2927,103.7685,Shared room,50,5,11,0.22,9,365,f,Apartment,1.0,2.0,1,86.0,f,4.0,0.0,0.0,4
57,1302185,"1-5pax Paya Lebar MRT, Sentosa, MBS, Orchard, City",7080517,Ruth Mandy,Central Region,Geylang,1.31511,103.88946999999999,Entire home/apt,129,30,88,1.04,11,365,t,Apartment,1.0,3.0,2,98.0,f,1.5,500.0,50.0,39
58,1315867,For The Solo Traveler and Dog Lover,3877464,Charlyn,East Region,Bedok,1.31259,103.91067,Private room,70,2,77,0.91,1,364,f,Apartment,1.0,1.0,1,96.0,f,1.0,0.0,60.0,36
59,1363204,Chinatown at your door: Master Rm* attach bathroom,2413412,Kaurus,Central Region,Outram,1.28386,103.84238,Private room,60,90,3,0.04,138,357,f,Apartment,1.0,1.0,1,80.0,t,1.0,0.0,30.0,33
60,1413962,Live with a Singaporean family!,7620983,"Gesan, Sharm & Gautham",East Region,Bedok,1.32889,103.90799999999999,Private room,80,14,97,1.16,1,364,f,House,1.0,1.0,2,91.0,f,1.0,500.0,50.0,27
62,1466685,Single room with pool/gym near Town,4153568,Joel,Central Region,Toa Payoh,1.3305,103.8424,Private room,45,90,31,0.37,1,226,t,Apartment,1.0,1.0,1,93.0,f,1.0,0.0,0.0,11
63,1508829,Lavender QueenBed *rmFr: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30774,103.86332,Private room,40,18,8,0.11,138,358,f,Apartment,1.0,0.0,1,80.0,f,3.0,0.0,15.0,30
64,1521198,Singapore Downtown room with Ensuite bathroom,8107070,Jack,Central Region,Kallang,1.30844,103.85875,Private room,77,6,29,0.53,1,90,f,Apartment,1.0,2.0,1,93.0,f,1.0,0.0,0.0,36
65,1562453,Deluxe Quad-sharing room,8270362,Domus,Central Region,Novena,1.32359,103.8498,Private room,29,108,0,0.0,1,364,f,House,1.0,4.0,1,0.0,f,1.0,0.0,0.0,4
66,1581224,Life Impact Coaching,8408341,Gerard,Central Region,Kallang,1.31118,103.87366999999999,Entire home/apt,130,14,0,0.0,1,1,f,Townhouse,4.0,12.0,2,0.0,t,4.0,0.0,0.0,19
67,1611318,"Central Condo, reasonable price",8580110,Betty,Central Region,Bukit Merah,1.28419,103.82765,Private room,60,183,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,0.0,0.0,8
68,1615074,AweSome view! Ensuite 1+1 @Chinatown,2413412,Kaurus,Central Region,Outram,1.2841,103.84253000000001,Private room,67,90,3,0.11,138,363,f,Apartment,1.0,1.0,1,87.0,t,1.5,0.0,20.0,33
69,1622505,Terrace Suite,1584407,Richard,Central Region,Marine Parade,1.30494,103.90306,Private room,165,2,27,0.34,5,0,t,Guest suite,1.0,1.0,1,96.0,f,1.0,500.0,0.0,21
70,1643945,Private Bedroom from Semi-D,8725237,Soh,North-East Region,Ang Mo Kio,1.39088,103.85303,Private room,216,1,0,0.0,1,365,f,House,1.0,2.0,1,0.0,f,1.0,0.0,0.0,3
71,1646909,"Cozy room, convenient location",8739736,Serene,West Region,Bukit Batok,1.3412600000000001,103.75992,Private room,82,14,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,140.0,17.0,4
72,1647014,Quiet Tropical Garden Bedroom Suite,8740203,Takico,Central Region,Novena,1.33917,103.82306,Private room,89,6,90,1.11,2,180,t,Guest suite,1.0,1.0,1,96.0,f,1.0,300.0,35.0,36
73,1654840,3-person Bunk/Loft Bed Pte Room,8773916,Superb Hostel,Central Region,Rochor,1.30292,103.85799999999999,Private room,89,1,2,0.06,7,141,f,Bed and breakfast,1.0,3.0,3,80.0,f,8.0,0.0,0.0,1
74,1678744,Ladies-Only Shared Room @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Shared room,50,1,150,1.87,5,357,f,Bed and breakfast,1.0,1.0,1,91.0,t,0.0,138.0,0.0,39
75,1678754,Private Room for 6pax @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Hotel room,300,1,2,0.03,5,351,f,Bed and breakfast,1.0,6.0,6,90.0,t,0.0,200.0,0.0,40
76,1678755,Mixed Shared Room @ Chinatown,8881470,Wink,Central Region,Outram,1.28405,103.84424,Hotel room,50,1,93,1.19,5,357,f,Bed and breakfast,1.0,1.0,1,93.0,t,0.0,137.0,0.0,39
77,1710048,Fireworks view8! highrise Ensuite,8948251,Joey,Central Region,Outram,1.2846600000000001,103.84255,Private room,59,18,0,0.0,106,347,f,Apartment,1.0,1.0,1,0.0,t,1.0,0.0,20.0,31
78,1715479,"3 BR @ ROB WALK-Orchard, Clark/Boat Quay close by!",9046411,Jim,Central Region,Museum,1.2994700000000001,103.84661,Entire home/apt,180,120,16,0.22,1,319,t,Condominium,3.0,3.0,4,97.0,f,2.0,2500.0,150.0,30
79,1719704,kEnsuiteM1 Brickwall2 @ Chinatown/CBD,2413412,Kaurus,Central Region,Outram,1.2841,103.84253000000001,Private room,55,18,3,0.07,138,363,f,Apartment,1.0,1.0,1,80.0,t,1.0,0.0,20.0,30
80,1726303,Mini Private room @ heritage walkup,2413412,Kaurus,Central Region,Kallang,1.31266,103.85684,Private room,34,18,2,0.03,138,356,f,Apartment,1.0,1.0,1,60.0,t,2.0,0.0,15.0,30
82,1766900,Heart of Orchard rd Master Room,11390076,Tryston,Central Region,Newton,1.30626,103.83994,Private room,85,3,13,0.34,18,362,f,Apartment,1.0,1.0,1,89.0,f,1.0,0.0,85.0,24
83,1804722,Shared Room for Two at Boon Keng MRT Station,9457143,Zi Ying,Central Region,Kallang,1.3190899999999999,103.85741,Shared room,33,180,1,0.01,1,358,f,Apartment,1.0,2.0,1,100.0,f,1.0,0.0,0.0,25
84,1816463,Family room  (Room 6) at 3rd level,367042,Belinda,East Region,Tampines,1.34566,103.95994,Private room,91,90,10,0.14,8,365,f,House,1.0,1.0,1,90.0,t,1.0,279.0,28.0,26
85,1833950,Studio Apt Orchard/Stevens Area #2,6609641,Catherine,Central Region,Tanglin,1.31742,103.82571999999999,Hotel room,159,7,28,0.36,20,365,t,Serviced apartment,1.0,1.0,1,96.0,t,1.0,500.0,60.0,51
86,1838622,Beautifully renovated cosy room ,2999297,Jimmy,East Region,Bedok,1.3199299999999998,103.92342,Private room,91,2,0,0.0,2,365,f,Townhouse,1.0,1.0,1,0.0,t,0.0,200.0,50.0,16
87,1857229,3rd Level -2 rooms with Family Hall,367042,Belinda,East Region,Tampines,1.34574,103.95945,Private room,261,90,7,0.18,8,1,f,House,2.0,8.0,6,86.0,f,1.0,279.0,84.0,34
88,1893524,Private Room Next to AMK MRT,7942432,Dustin,North-East Region,Ang Mo Kio,1.36724,103.84722,Private room,45,21,0,0.0,1,0,f,Apartment,1.0,2.0,1,0.0,f,1.0,0.0,0.0,16
89,1900478,"aljunied solo Mini *Ensuite, 3 min walk MRT",2413412,Kaurus,Central Region,Geylang,1.31539,103.88257,Private room,41,18,1,0.03,138,353,f,Apartment,1.0,1.0,1,100.0,t,3.0,0.0,15.0,32
90,1902729,"Modest, clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.31944,103.91529,Private room,68,90,3,0.05,3,174,f,House,1.0,1.0,1,93.0,f,1.0,0.0,15.0,7
91,1902793,"Large,  clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.32249,103.92316,Private room,117,90,2,0.04,3,174,f,House,1.0,1.0,1,100.0,f,1.0,0.0,20.0,5
92,1989617,Private Room in Fort Canning Area - Very Central,10260359,Jeremy,Central Region,River Valley,1.29726,103.84263,Private room,222,90,0,0.0,1,0,f,Apartment,1.0,1.0,1,0.0,f,1.0,699.0,70.0,16
93,2001199,3BD Apartment with great facilities,10307677,Leanda,Central Region,Toa Payoh,1.3377,103.88248,Entire home/apt,140,5,2,0.04,2,0,f,Apartment,3.0,3.0,1,100.0,f,2.5,500.0,0.0,20
94,2003087,Alexis Condo PentHouse Alexandra Rd,10314353,Adrian,Central Region,Queenstown,1.2921799999999999,103.8081,Entire home/apt,225,92,0,0.0,1,358,f,Apartment,1.0,1.0,1,0.0,f,2.0,0.0,50.0,12
95,2009008,"Modest, clean & comfy, easy to city",7644641,Jin,East Region,Bedok,1.32111,103.92206,Private room,68,90,5,0.06,3,173,f,House,1.0,1.0,1,96.0,f,1.0,0.0,15.0,4
96,2024941,Cosy Double room in a Terrace House,2999297,Jimmy,East Region,Bedok,1.3196299999999999,103.92399999999999,Private room,95,3,0,0.0,2,365,f,House,1.0,4.0,1,0.0,t,4.0,200.0,30.0,2
97,2030544,"Condo Apartment (Pool,Roof,Tennis)",6099546,Beate,Central Region,Downtown Core,1.27365,103.84354,Entire home/apt,240,5,8,0.1,1,0,f,Apartment,1.0,1.0,1,97.0,f,2.0,0.0,0.0,13
98,2030663,Singapore Room n Central Balestier!,9900768,David,Central Region,Novena,1.32359,103.85063000000001,Private room,361,30,2,0.03,3,173,f,Apartment,1.0,2.0,1,70.0,t,2.0,200.0,60.0,6
99,2033483,"★2+1condo next to MRT, mall & more★",9497281,Skye,West Region,Choa Chu Kang,1.38768,103.74476,Entire home/apt,117,10,0,0.0,1,342,f,Condominium,3.0,3.0,1,0.0,f,2.0,1500.0,0.0,27
100,2036711,Nice Villa RoomA 6mins Walk to MRT! !1mins to bus,10426671,Angelina,Central Region,Toa Payoh,1.33903,103.88474000000001,Private room,54,3,56,0.76,2,326,f,House,1.0,2.0,1,83.0,t,1.0,600.0,50.0,12
101,2085130,Singapore Private Mini Room!,9900768,David,Central Region,Novena,1.3234700000000001,103.85213,Private room,380,5,11,0.15,3,179,f,Apartment,1.0,1.0,1,84.0,f,2.0,130.0,60.0,7
102,2090082,New Cozy Studio Apt @Orchard Area,10248444,RecR,Central Region,River Valley,1.29815,103.83895,Entire home/apt,140,6,108,1.38,58,356,f,Serviced apartment,1.0,3.0,2,88.0,t,1.0,150.0,0.0,35
103,2090132,Perfect Location Comfy Studio Apt,10248444,RecR,Central Region,River Valley,1.29549,103.83931,Entire home/apt,140,2,113,1.43,58,341,f,Apartment,1.0,3.0,2,87.0,t,1.0,150.0,0.0,30
104,2095865,"Clean room, minutes to MRT & shops",10691920,Sam & Jenny,West Region,Choa Chu Kang,1.38686,103.74468,Private room,64,4,29,0.37,2,0,f,Condominium,1.0,1.0,1,99.0,f,1.0,168.0,28.0,25
105,2121839,City views central location 2BR CBD Chinatown,1436112,Alex,Central Region,Outram,1.2815299999999998,103.84808000000001,Entire home/apt,280,90,173,2.21,1,364,t,Condominium,2.0,2.0,4,96.0,f,2.0,300.0,90.0,30
106,2128831,Family 3 / 4 Beds Room (Group),10861133,DropINN,Central Region,Kallang,1.3152,103.85925999999999,Hotel room,98,1,11,0.2,11,344,f,Hostel,1.0,4.0,1,80.0,t,4.0,0.0,8.0,15
107,2128875,Cosy Walk Up Apartment - very quiet and central,1469421,Bastian,Central Region,Novena,1.3164200000000001,103.8398,Entire home/apt,89,2,7,0.15,1,0,f,Apartment,1.0,1.0,1,100.0,f,2.0,0.0,50.0,21
108,2129215,Luxuriously Spacious Studio Apt.,7642747,Shirley,East Region,Bedok,1.32122,103.91492,Entire home/apt,139,2,370,4.72,1,1,t,Townhouse,1.0,3.0,3,99.0,f,1.0,150.0,52.0,34
109,2142826,Singapore Room for Rent!,9900768,David,Central Region,Novena,1.32423,103.85293,Private room,280,3,21,0.31,3,180,f,Apartment,1.0,1.0,1,93.0,f,2.0,130.0,60.0,7
110,2146015,Pvt Bedroom Suite @ Orchard Central Area.,10248444,RecR,Central Region,River Valley,1.29488,103.83973,Private room,87,1,110,1.41,58,363,f,Serviced apartment,1.0,1.0,2,86.0,f,1.0,140.0,0.0,30
111,2156329,"Cozy Private Room w private Bath&AC, mins to MRT",10691920,Sam & Jenny,West Region,Choa Chu Kang,1.38602,103.74316,Private room,32,3,60,0.77,2,0,f,Condominium,1.0,1.0,1,97.0,f,1.0,141.0,14.0,26
112,2156372,"Cozy, Many Guests Loved It Here",6157422,Regina,North-East Region,Hougang,1.36867,103.89905,Private room,50,4,12,0.18,2,364,t,Apartment,1.0,1.0,1,95.0,f,1.0,0.0,0.0,38
113,2156743,"普通房有空調,包水電網,近大巴窑地铁十分鐘,無房東,可住2人,可小煮",11006811,David,Central Region,Toa Payoh,1.33427,103.85291,Shared room,45,1,0,0.0,1,365,f,House,1.0,2.0,1,0.0,f,1.0,0.0,0.0,8
114,2320536,Single Room at Woodlands,11851304,Ammarudin,North Region,Woodlands,1.44076,103.77626,Private room,29,183,5,0.06,1,365,f,Apartment,1.0,1.0,1,95.0,f,1.0,0.0,0.0,7
115,2351979,Tribeca Robertson Quay (new 1br),11990154,Chelsea,Central Region,Singapore River,1.29041,103.83482,Entire home/apt,150,365,0,0.0,1,365,f,Apartment,1.0,1.0,1,0.0,f,1.0,0.0,0.0,11
116,2357514,Heritage Shophouse Right in Epicentre of Sights,1346787,Val,Central Region,Outram,1.2844799999999998,103.8436,Private room,89,1,336,5.06,3,365,f,Apartment,1.0,1.0,1,89.0,f,1.0,200.0,75.0,17
117,2362558,"City,(7~10pax)Entire Private Loft,Fast WIFI,Clean",12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,363,1,26,0.34,14,265,f,Loft,1.0,7.0,8,90.0,f,6.0,0.0,0.0,18
118,2375063,B.New 2 Bedroom Apt @ Orchard Area,10248444,RecR,Central Region,River Valley,1.29462,103.83855,Entire home/apt,200,6,147,1.92,58,325,f,Apartment,2.0,2.0,4,84.0,t,2.0,150.0,0.0,32
119,2377875,City fringe living at condominium!,9205954,Rayne,Central Region,Kallang,1.2990700000000002,103.87601,Private room,59,7,52,0.67,1,0,f,Apartment,1.0,1.0,1,93.0,f,1.0,150.0,20.0,11
120,2387096,"City,(5~6 pax)Entire Private Loft,Fast WIFI,Clean",12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,259,1,2,0.04,14,265,f,Loft,1.0,4.0,5,90.0,f,6.0,0.0,0.0,18
121,2387588,"City,(7~9pax)Entire Private Loft, Fast WIFI,Clean",12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,303,1,56,0.78,14,264,f,Loft,1.0,7.0,7,90.0,f,6.0,0.0,0.0,17
122,2387715,"Price Slashed, City, 23-Person, Min 7 days(2C)",12067440,Tommy,Central Region,Kallang,1.3117,103.86028,Private room,157,1,56,0.97,14,264,f,Hostel,1.0,2.0,3,90.0,f,6.0,0.0,0.0,19
124,2427007,Beautiful new condo at Bt Timah,5116800,Serene,Central Region,Bukit Timah,1.33746,103.78052,Entire home/apt,120,2,3,0.08,1,185,f,Apartment,1.0,1.0,2,80.0,f,1.0,300.0,100.0,20
125,2451003,Modern Chic 1BD shopfront,12532802,Vanessa,Central Region,Museum,1.2942,103.84283,Entire home/apt,103,5,46,0.6,2,365,f,Apartment,1.0,1.0,1,82.0,t,1.0,0.0,0.0,14
126,2484135,Nice Villa RoomB 6mins walk to MRT!,10426671,Angelina,Central Region,Toa Payoh,1.33792,103.88593,Private room,50,3,63,0.84,2,334,f,House,1.0,1.0,1,85.0,t,1.0,600.0,50.0,10
127,2488036,Amazing Location- Shophouse in Epicentre of Sights,1346787,Val,Central Region,Outram,1.2830000000000001,103.84399,Private room,89,1,137,1.91,3,364,f,Other,1.0,0.0,1,93.0,f,1.5,200.0,75.0,11
