,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,host_is_superhost,property_type,bedrooms,beds,guests_included,review_scores_rating,instant_bookable,bathrooms,security_deposit,cleaning_fee,len_amenities
4328,32388996,CBD Spacious Apt nearby Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27594,103.84512,Entire home/apt,144,3,1,0.06,335,71,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,34
4329,32390428,Inviting & Cozy Loft APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27478,103.84369000000001,Entire home/apt,159,30,0,0.0,335,0,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,29
4330,32390670,"2BR apt in Novena, near Hospital & Food districts",66406177,Jay,Central Region,Novena,1.32697,103.85110999999999,Entire home/apt,144,28,1,0.07,335,0,t,Condominium,2.0,2.0,4,100.0,t,2.0,0.0,50.0,31
4331,32391055,"Stylish & cosy 1BR apt in CBD/Shenton, mins to mrt",66406177,Jay,Central Region,Downtown Core,1.27288,103.84521,Entire home/apt,156,3,0,0.0,335,0,t,Condominium,1.0,1.0,2,0.0,f,1.0,0.0,50.0,32
4332,32391288,3BR Big & stylish apt near novena,66406177,Jay,Central Region,Novena,1.32799,103.85055,Entire home/apt,179,6,0,0.0,335,0,t,Condominium,3.0,3.0,6,0.0,t,2.0,0.0,50.0,31
4333,32398110,安静 清爽的住宅区,208192255,小姐,Central Region,Toa Payoh,1.3358,103.86754,Entire home/apt,101,3,1,0.07,1,0,f,House,2.0,2.0,1,0.0,t,2.0,0.0,0.0,29
4334,32411075,(3 mins to MRT) Single Capsule + All Day Breakfast,237146923,Derrick,Central Region,Kallang,1.3119299999999998,103.87256,Hotel room,24,1,141,9.86,2,1,f,Bed and breakfast,1.0,1.0,1,93.0,t,2.0,0.0,0.0,31
4335,32419727,Woodland/Admiralty HDB common room for rent,37736471,Goh,North Region,Woodlands,1.44218,103.80508,Private room,29,1,2,0.12,1,0,f,Apartment,1.0,1.0,1,100.0,t,1.0,0.0,0.0,15
4336,32425547,★ Cozy Private Ensuite room in CBD ★,21328186,Ken,Central Region,Rochor,1.3000200000000002,103.84824,Private room,68,1,68,4.44,3,55,f,Condominium,0.0,1.0,2,92.0,t,1.0,199.0,19.0,28
4337,32430905,Room for Rental or Sharing,159853216,Sunny,West Region,Choa Chu Kang,1.37985,103.75013,Shared room,55,1,22,1.42,1,172,f,Apartment,1.0,3.0,1,91.0,t,1.0,0.0,0.0,9
4338,32447596,"Lavender Semi-Ensuite, 5 min mrt",2413412,Kaurus,Central Region,Kallang,1.31055,103.86221,Private room,57,18,2,0.16,138,356,f,Apartment,1.0,1.0,1,60.0,t,3.5,0.0,20.0,30
4339,32451682,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.27519,103.84357,Entire home/apt,148,30,0,0.0,335,365,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,32
4340,32452018,City-centered 1BR apartment *BRAND NEW*,66406177,Jay,Central Region,Downtown Core,1.27968,103.8483,Entire home/apt,151,30,1,0.09,335,321,t,Condominium,1.0,1.0,2,100.0,t,1.0,0.0,50.0,24
4341,32454418,2 Bedroom Apartment Near Mount E Hospital,29420853,Aaron,Central Region,Novena,1.32443,103.85314,Entire home/apt,200,30,0,0.0,97,365,f,Condominium,2.0,2.0,4,0.0,f,2.0,300.0,40.0,32
4342,32455081,Spacious 3-Bedroom Apartment in Orchard Road,242442283,Ying,Central Region,Orchard,1.30693,103.83324,Entire home/apt,370,91,6,0.49,1,3,t,Serviced apartment,3.0,4.0,6,100.0,t,2.0,200.0,0.0,29
4343,32475586,City-located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30195,103.86211,Entire home/apt,105,30,3,0.22,335,278,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,30.0,28
4344,32475992,City located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Rochor,1.3015299999999999,103.86135,Entire home/apt,210,30,1,0.1,335,250,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,50.0,26
4345,32476145,City-located 1 bed room loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3032299999999999,103.86203,Entire home/apt,273,30,0,0.0,335,357,t,Condominium,1.0,1.0,2,0.0,f,1.0,0.0,50.0,27
4346,32476357,City-located 1 bedroom loft apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30312,103.86353000000001,Entire home/apt,136,30,0,0.0,335,365,t,Condominium,1.0,1.0,2,0.0,f,1.0,0.0,50.0,26
4347,32478237,Maison Ava201,33189209,Anthony,Central Region,Novena,1.32175,103.85306,Entire home/apt,139,2,0,0.0,12,79,t,Condominium,0.0,2.0,4,0.0,t,1.0,250.0,68.0,16
4348,32478810,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.2753700000000001,103.84564,Entire home/apt,151,30,0,0.0,335,357,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,39
4349,32479538,Two-bedroom apartment in the City Center,12642081,Kiril,Central Region,Bukit Merah,1.2857299999999998,103.82936,Entire home/apt,154,1,4,0.25,1,0,f,Apartment,2.0,2.0,1,90.0,t,1.0,0.0,30.0,14
4350,32481898,City Sentosa Marina Sands Orchard 乌节路金沙圣淘沙,244049717,Peter,Central Region,Geylang,1.31264,103.88202,Entire home/apt,129,1,4,0.33,1,105,f,Apartment,1.0,1.0,2,75.0,t,1.5,200.0,50.0,37
4351,32486084,"STYLISH 2BR/2BATHS, BOON TECK RD. NOVENA",156409670,Rj,Central Region,Novena,1.32626,103.84938000000001,Entire home/apt,184,30,0,0.0,103,364,f,Serviced apartment,2.0,2.0,1,0.0,f,2.0,0.0,100.0,34
4352,32488562,Balcony +Washbasin rm2* @ tiong bahru heritage,2413412,Kaurus,Central Region,Bukit Merah,1.28443,103.83417,Private room,57,18,1,0.06,138,1,f,Apartment,1.0,1.0,1,100.0,t,2.0,0.0,20.0,28
4353,32502175,City-centered 1BR apartment *BRAND NEW*,66406177,Jay,Central Region,Downtown Core,1.27857,103.84801,Entire home/apt,160,7,1,0.17,335,0,t,Condominium,1.0,1.0,2,100.0,t,1.0,0.0,50.0,20
4354,32502391,Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27569,103.8454,Entire home/apt,160,30,0,0.0,335,187,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,34
4355,32502568,City-located 1 bed room loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30152,103.86180999999999,Entire home/apt,137,30,1,0.35,335,297,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,26
4356,32504842,Luxurious 1br apt. 3min to Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27355,103.84445,Entire home/apt,167,30,2,0.18,335,0,t,Condominium,1.0,1.0,2,100.0,t,1.0,0.0,50.0,33
4357,32520833,City area: private condo bedroom 20% discount,38934778,Ian,Central Region,Bishan,1.3526200000000002,103.83555,Private room,75,90,9,0.56,3,0,t,Condominium,1.0,1.0,1,100.0,f,1.0,1500.0,20.0,23
4358,32526213,Comfy Premium Studio 3 mins to MRT (300 sqft),111065775,Abegail,Central Region,River Valley,1.29732,103.83686999999999,Hotel room,150,6,13,0.85,17,353,f,Serviced apartment,0.0,1.0,2,94.0,t,1.0,190.0,15.0,37
4359,32527449,Haus Ava 201,231534188,Vu,Central Region,Novena,1.32312,103.85345,Entire home/apt,139,3,1,0.17,11,0,f,Apartment,2.0,2.0,4,100.0,t,1.0,250.0,68.0,16
4360,32528723,Gem of the West 2BR Loft 3 mins from Jurong E MRT,66406177,Jay,West Region,Jurong East,1.33404,103.7436,Entire home/apt,170,30,2,0.15,335,340,t,Condominium,2.0,2.0,4,100.0,t,2.0,0.0,50.0,32
4361,32528971,Gem of the West 1BR Loft 3 mins from Jurong East,66406177,Jay,West Region,Jurong East,1.3344799999999999,103.744,Entire home/apt,136,30,2,0.2,335,286,t,Condominium,1.0,1.0,2,100.0,t,1.0,0.0,50.0,32
4362,32529061,★ Cozy Private Master Room ★ Dhoby Ghuat MRT NE6 ★,21328186,Ken,Central Region,Rochor,1.3000200000000002,103.84745,Private room,89,1,7,0.46,3,50,f,Condominium,0.0,1.0,1,97.0,t,1.0,199.0,49.0,29
4363,32531968,"Furnished, Homely 2BR APT near Bouna Vista MRT",66406177,Jay,Central Region,Queenstown,1.3047799999999998,103.78412,Entire home/apt,158,14,0,0.0,335,0,t,Condominium,2.0,2.0,4,0.0,t,2.0,0.0,50.0,35
4364,32533152,Bright and furnished 2BR apt in Novena,66406177,Jay,Central Region,Novena,1.32831,103.85106999999999,Entire home/apt,157,30,1,0.11,335,166,t,Condominium,2.0,2.0,4,60.0,t,2.0,0.0,50.0,32
4366,32534020,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33102,103.86718,Entire home/apt,130,29,2,0.14,335,271,t,Condominium,1.0,1.0,2,100.0,t,1.0,0.0,50.0,27
4367,32557599,"Spacious, Family Friendly 3BR near Novena",66406177,Jay,Central Region,Novena,1.3224,103.85065999999999,Entire home/apt,190,30,0,0.0,335,0,t,Condominium,3.0,3.0,6,0.0,t,2.0,0.0,50.0,35
4368,32596255,City Fringe Master Bedroom 5mins to MRT with Pool,153852953,Ada,Central Region,Kallang,1.3218299999999998,103.86561999999999,Private room,95,7,4,0.27,2,0,f,Condominium,1.0,1.0,1,80.0,t,1.0,0.0,0.0,15
4369,32599726,SPACIOUS CONDO ROOM w/ POOL VIEW,127363293,Mei,North Region,Woodlands,1.43089,103.79559,Private room,28,90,0,0.0,1,365,f,Condominium,1.0,1.0,1,0.0,f,1.5,750.0,0.0,21
4370,32604498,Common Room for rent,204895182,Vivian,North-East Region,Ang Mo Kio,1.37275,103.85825,Shared room,55,1,1,0.06,1,358,f,Apartment,1.0,2.0,1,0.0,t,1.0,0.0,0.0,5
4372,32617650,Inviting & Cozy Loft APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Outram,1.2760799999999999,103.84363,Entire home/apt,165,30,0,0.0,335,91,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,30
4373,32621960,Luxury Modern 2 Bedroom with Kitchen in Central SG,148161755,Jan,Central Region,Rochor,1.2984,103.85173,Entire home/apt,300,7,1,0.07,20,8,t,Serviced apartment,2.0,2.0,1,100.0,f,2.0,0.0,0.0,37
4374,32623479,Family Friendly 2 Bedroom Apartment with city view,148161755,Jan,Central Region,Rochor,1.29885,103.85353,Entire home/apt,300,7,0,0.0,20,0,t,Serviced apartment,2.0,2.0,1,0.0,f,2.0,0.0,0.0,36
4375,32641495,Charming APT in the HEART of CBD. Unbeatable LOC,16310915,Stephen,Central Region,Singapore River,1.28704,103.84824,Entire home/apt,266,2,60,3.91,1,0,t,Apartment,0.0,6.0,4,99.0,t,1.0,200.0,99.0,24
4376,32643321,Short and long stays $140 per pax weekly or longer,41059478,Andrew,Central Region,Outram,1.2872299999999999,103.84161999999999,Shared room,25,3,3,0.28,5,83,f,Hostel,1.0,0.0,1,87.0,t,0.0,0.0,0.0,0
4377,32643900,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33131,103.86908000000001,Entire home/apt,130,30,0,0.0,335,339,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,32
4378,32644068,City-located 1BR loft apartment * BRAND NEW*,66406177,Jay,Central Region,Rochor,1.3020200000000002,103.86126,Entire home/apt,136,30,1,0.07,335,365,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4379,32647531,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.32962,103.86893,Entire home/apt,125,14,0,0.0,335,0,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,34
4380,32648445,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30279,103.8613,Entire home/apt,105,30,0,0.0,335,136,t,Condominium,0.0,1.0,2,0.0,f,1.0,0.0,50.0,27
4381,32649404,City-located studio apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30291,103.86209000000001,Entire home/apt,103,7,0,0.0,335,0,t,Condominium,0.0,1.0,2,0.0,f,1.0,0.0,50.0,28
4382,32670774,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30274,103.86315,Entire home/apt,105,30,3,0.21,335,344,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4383,32670871,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30263,103.86206999999999,Entire home/apt,137,30,1,0.94,335,1,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4384,32671190,City-located studio loft apartment*BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3025200000000001,103.86198,Entire home/apt,105,30,4,0.39,335,273,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4385,32671272,City-located 1BR loft apartment*BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30152,103.86155,Entire home/apt,136,30,2,0.38,335,325,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4386,32671381,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30279,103.86149,Entire home/apt,105,30,3,0.21,335,1,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,50.0,26
4387,32671474,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30167,103.86200000000001,Entire home/apt,137,30,1,0.15,335,1,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,26
4388,32671732,City-located studio loft apartment*BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30304,103.86352,Entire home/apt,105,30,2,0.22,335,344,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,50.0,27
4389,32671831,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3029600000000001,103.86315,Entire home/apt,136,30,0,0.0,335,365,t,Condominium,1.0,1.0,2,0.0,f,1.0,0.0,50.0,27
4390,32672017,Leisure 1BR APT located 5 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27488,103.84559,Entire home/apt,151,5,0,0.0,335,0,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,34
4391,32672393,"Cosy 2BR in CBD, 3 mins walk to Tanjong Pagar MRT",66406177,Jay,Central Region,Downtown Core,1.27524,103.84585,Entire home/apt,189,30,0,0.0,335,365,t,Condominium,2.0,2.0,3,0.0,t,2.0,0.0,50.0,30
4392,32672992,BRAND-NEW high rise 1BR aparment at Redhill,66406177,Jay,Central Region,Bukit Merah,1.29159,103.81734,Entire home/apt,144,30,0,0.0,335,365,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,30
4393,32701167,Resort Style Spacious Comfortable Clean Apartment,64714179,Shindy,North Region,Sembawang,1.44011,103.82925999999999,Entire home/apt,150,1,0,0.0,3,364,f,Condominium,3.0,3.0,1,0.0,f,2.0,0.0,250.0,19
4394,32701932,Smith Street Studio Premium Apartment,23336011,Heritage,Central Region,Outram,1.28342,103.84403,Entire home/apt,150,6,2,0.38,40,277,f,Serviced apartment,1.0,1.0,1,100.0,f,1.0,300.0,0.0,24
4395,32704901,Relaxing Quiet Spacious Lovely Condo Apartment,64714179,Shindy,North Region,Yishun,1.43886,103.83151,Entire home/apt,150,1,0,0.0,3,364,f,Condominium,3.0,2.0,1,0.0,f,2.0,0.0,250.0,17
4396,32706307,橙子小屋 town condo and coast park. 市区公寓靠近金沙和东海岸,245877303,Jay,Central Region,Kallang,1.30798,103.86270999999999,Entire home/apt,121,1,3,0.2,1,173,f,Apartment,2.0,1.0,2,67.0,t,1.0,200.0,56.0,44
4397,32708998,Best for long stays $480 SGD $140 weekly per pax,41059478,Andrew,Central Region,Outram,1.28683,103.84191,Shared room,25,1,19,1.27,5,331,f,Hostel,1.0,1.0,1,92.0,f,0.0,0.0,0.0,1
4398,32723994,Tiong bahru Heritage Window *Rm1 near SGH,201775246,Hillary,Central Region,Bukit Merah,1.28443,103.83417,Private room,57,18,1,0.11,62,1,f,Apartment,1.0,1.0,1,100.0,t,2.0,0.0,15.0,25
4399,32728677,Spacious Interior Designed Condo Apartment,64714179,Shindy,North Region,Yishun,1.43877,103.83037,Entire home/apt,180,1,0,0.0,3,364,f,Condominium,3.0,3.0,1,0.0,f,2.0,0.0,300.0,17
4400,32729464,kAweSome Ensuite 1+1 @ CBD/Chinatown NoWin Cal,2413412,Kaurus,Central Region,Outram,1.2838399999999999,103.84151999999999,Private room,60,18,1,0.09,138,350,f,Apartment,1.0,1.0,1,100.0,t,1.0,0.0,20.0,30
4401,32729524,Leisure 1BR APT mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27339,103.84635,Entire home/apt,189,3,1,0.1,335,37,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,50.0,28
4402,32729720,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.2733700000000001,103.84411,Entire home/apt,163,14,1,0.09,335,0,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,30.0,35
4403,32729775,HighFloor juniorMaster City View Queen,201775246,Hillary,Central Region,Outram,1.2842,103.84255,Private room,59,90,0,0.0,62,1,f,Apartment,1.0,1.0,1,0.0,t,0.5,0.0,20.0,28
4404,32730296,Nifty & Cosy 2BR APT near Clementi MRT,66406177,Jay,West Region,Clementi,1.31589,103.75839,Entire home/apt,144,30,2,0.22,335,365,t,Condominium,2.0,2.0,4,90.0,t,1.0,0.0,50.0,35
4405,32730349,Central 1BR Suite aboveMRT in Chinatown,158218013,Alex,Central Region,Outram,1.28005,103.83986,Entire home/apt,152,3,29,3.22,10,195,t,Apartment,1.0,2.0,2,99.0,t,1.0,0.0,60.0,47
4407,32732351,Cozy Studio* Whole @ Tiong Bahru near SGH,2413412,Kaurus,Central Region,Bukit Merah,1.28546,103.83459,Entire home/apt,150,18,1,0.06,138,339,f,Apartment,0.0,1.0,1,100.0,t,1.0,0.0,30.0,31
4408,32732760,Sweet place close to the central of Singapore,246142924,Rawles,East Region,Pasir Ris,1.3714,103.96389,Entire home/apt,120,13,0,0.0,1,0,f,Apartment,1.0,1.0,1,0.0,t,1.0,0.0,65.0,18
4410,32748770,Cozy 1BR located in Heritage Tiong Bahru,66406177,Jay,Central Region,Bukit Merah,1.28445,103.82884,Entire home/apt,145,30,0,0.0,335,0,t,Condominium,1.0,1.0,2,0.0,t,1.0,0.0,50.0,29
4411,32748781,Exclusive Apartment next to MRT Station,246282778,Toy,Central Region,Queenstown,1.2966600000000001,103.8059,Entire home/apt,120,5,1,0.09,1,0,f,Condominium,1.0,1.0,2,100.0,f,1.0,175.0,65.0,25
4412,32748783,BALCONY rmBr @ tiong bahru near SGH,2413412,Kaurus,Central Region,Bukit Merah,1.28443,103.83417,Private room,57,18,0,0.0,138,326,f,Apartment,1.0,1.0,1,0.0,t,2.0,0.0,15.0,26
4413,32773495,The Stage @ Kim Keat Rd (Room 1),22420960,Alysson,Central Region,Novena,1.32371,103.85269,Private room,59,90,0,0.0,4,0,f,Apartment,1.0,1.0,1,0.0,f,2.0,0.0,0.0,14
4414,32774014,The Stage @ Kim Keat Rd (Room 2),22420960,Alysson,Central Region,Novena,1.32428,103.85435,Private room,50,90,0,0.0,4,0,f,Apartment,1.0,1.0,1,0.0,f,1.5,0.0,0.0,14
4415,32774214,The Stage @ Kim Keat Rd (Room 3),22420960,Alysson,Central Region,Novena,1.3236299999999999,103.85417,Private room,50,90,0,0.0,4,0,f,Apartment,1.0,1.0,1,0.0,f,1.5,0.0,0.0,16
4416,32777778,BIG windows *Ensuite4 @ Jalan Besar/Petain,201775246,Hillary,Central Region,Kallang,1.3118100000000001,103.85895,Private room,50,18,1,0.09,62,364,f,Apartment,1.0,1.0,1,100.0,t,1.0,0.0,20.0,27
4417,32777995,Lavender QueenBed *rmC: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.3118100000000001,103.86044,Private room,48,18,1,0.07,138,357,f,Apartment,1.0,1.0,1,100.0,t,3.0,0.0,15.0,28
4418,32815398,Brand New Studio  Citygate Plaza Residence,246860189,Han,Central Region,Downtown Core,1.2974,103.85898,Entire home/apt,120,90,3,0.19,2,363,f,Condominium,1.0,1.0,1,100.0,f,1.0,500.0,80.0,23
4419,32818511,Pleasant& Comfy Studio Apartment near Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.32969,103.86887,Entire home/apt,110,10,0,0.0,335,0,t,Condominium,0.0,1.0,2,0.0,t,1.0,0.0,30.0,32
4420,32818697,Pleasant&Comfy Studio Apartment in Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.3313700000000002,103.86743,Entire home/apt,120,30,0,0.0,335,365,t,Condominium,0.0,1.0,2,0.0,t,1.0,0.0,50.0,31
4421,32818716,Offer long stays or short $480 per pax 30 nights,41059478,Andrew,Central Region,Outram,1.2869,103.84066,Hotel room,29,3,0,0.0,5,358,f,Hostel,0.0,1.0,1,0.0,f,0.0,0.0,0.0,0
4422,32818879,Tiong bahru Heritage Balcony window Rm2 near SGH,201775246,Hillary,Central Region,Bukit Merah,1.28426,103.83438000000001,Private room,57,18,0,0.0,62,356,f,Apartment,1.0,1.0,1,0.0,t,2.0,0.0,15.0,25
4423,32820979,Gem of the West 2BR Loft 3 mins from Jurong E MRT,66406177,Jay,West Region,Jurong East,1.33555,103.74417,Entire home/apt,140,10,1,0.09,335,0,t,Condominium,2.0,2.0,4,100.0,t,2.0,0.0,50.0,32
4424,32821141,City-located 1 bedroom loft apartment * BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30175,103.86128000000001,Entire home/apt,145,7,2,0.13,335,0,t,Condominium,1.0,1.0,2,100.0,f,1.0,0.0,30.0,27
4426,32821771,prewar Tiong Bahru Balcony window *Rm2 near SGH,97878860,Chelsey,Central Region,Bukit Merah,1.28461,103.83402,Private room,57,18,2,0.13,81,1,f,Apartment,1.0,1.0,1,90.0,t,2.0,0.0,15.0,25
4427,32822582,prewar Tiong Bahru Cozy Studio (near SGH),97878860,Chelsey,Central Region,Bukit Merah,1.2854,103.83426999999999,Entire home/apt,151,18,0,0.0,81,340,f,Apartment,0.0,2.0,1,0.0,t,1.0,0.0,30.0,31
4428,32822945,BALCONY Room1t @ tiong bahru near SGH,2413412,Kaurus,Central Region,Bukit Merah,1.28443,103.83417,Private room,57,18,1,0.16,138,327,f,Apartment,1.0,1.0,1,100.0,t,2.0,0.0,15.0,26
4429,32824620,The Bugis Food Street,236444601,Jin Chwee,Central Region,Downtown Core,1.29835,103.8557,Entire home/apt,108,5,5,0.32,1,82,t,Apartment,0.0,1.0,1,96.0,f,1.0,0.0,80.0,13
4430,32825926,Near Orchard Easy Cozy Room,70920126,Jac,Central Region,Kallang,1.32707,103.8645,Private room,101,1,0,0.0,1,180,f,Apartment,1.0,1.0,1,0.0,f,1.0,200.0,100.0,15
4431,32825957,❀❀❀3BR Spacious Condo @ Boon Keng Area MLS3,8492007,Logan,Central Region,Kallang,1.32941,103.86388000000001,Hotel room,289,7,1,0.09,117,361,f,Serviced apartment,3.0,3.0,6,20.0,t,2.0,0.0,20.0,31
4432,32832467,Hippy heritage *STUDIO (tiong bahru near SGH),8948251,Joey,Central Region,Bukit Merah,1.28544,103.83373,Entire home/apt,150,18,1,0.06,106,339,f,Apartment,0.0,1.0,1,100.0,t,1.0,0.0,30.0,30
4433,32837771,New Comfy 2 Queen Beds Room-Suite @ City Central,10248444,RecR,Central Region,River Valley,1.2970899999999999,103.83904,Private room,145,6,39,2.52,58,327,f,Apartment,1.0,2.0,4,89.0,t,1.0,150.0,0.0,28
4434,32837794,Cozy Studio Apt /WIfi @ Orchard/Somerset/City Area,10248444,RecR,Central Region,River Valley,1.2959200000000002,103.83928,Entire home/apt,135,6,7,0.49,58,357,f,Apartment,0.0,3.0,2,77.0,t,1.0,150.0,0.0,28
4435,32846195,COzy Studio WholeC @ Tiong Bahru (walk to SGH),2413412,Kaurus,Central Region,Bukit Merah,1.2838200000000002,103.83487,Entire home/apt,150,18,1,0.06,138,339,f,Apartment,0.0,1.0,1,100.0,t,1.0,0.0,30.0,31
4436,32852937,☀☀2BR WIFI POOL GYM @Aljunied AR,209913841,Richards,Central Region,Geylang,1.3133,103.88136,Entire home/apt,151,15,1,0.07,149,1,f,Condominium,2.0,2.0,3,100.0,t,1.0,250.0,35.0,26
4437,32854955,Outdoor Balcony Big Master Room - CBD Downtown,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2800799999999999,103.8532,Private room,85,90,0,0.0,45,365,f,Condominium,1.0,1.0,1,0.0,f,1.0,0.0,0.0,22
4438,32855533,Bright Cosy 1-Bedroom • Central Singapore,33323768,Hailey,Central Region,Bukit Merah,1.2872299999999999,103.8206,Private room,79,2,3,0.2,1,87,f,Apartment,1.0,1.0,1,100.0,f,1.0,0.0,50.0,19
4439,32857394,"4-MINS WALK TO TANJONG PGR MRT, CBD",138649185,Paridhi,Central Region,Downtown Core,1.27379,103.84615,Entire home/apt,180,30,0,0.0,99,364,f,Condominium,1.0,1.0,4,0.0,f,1.0,0.0,100.0,32
4440,32873124,Tiong bahru Heritage Studio  near SGH,201775246,Hillary,Central Region,Bukit Merah,1.2852700000000001,103.83438000000001,Entire home/apt,150,18,0,0.0,62,339,f,Apartment,0.0,1.0,1,0.0,t,1.0,0.0,30.0,30
4441,32874410,City located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30263,103.86272,Entire home/apt,124,21,0,0.0,335,0,t,Condominium,0.0,1.0,2,0.0,f,1.0,0.0,50.0,27
4442,32874731,Hippy heritage *Balcony Window R2 (tiong bahru),8948251,Joey,Central Region,Bukit Merah,1.28434,103.83395,Private room,57,18,2,0.13,106,356,f,Apartment,1.0,1.0,1,100.0,t,2.0,0.0,15.0,27
4443,32877386,☀❄2BR Rooftop Pool Near to FortCanningMRT RVP1A,209913841,Richards,Central Region,Museum,1.29437,103.84241,Entire home/apt,177,5,3,0.25,149,69,f,Condominium,2.0,2.0,3,93.0,t,1.0,250.0,30.0,24
4444,32881280,3BR Beautiful Apt Near Novena,201034613,Marcelo,Central Region,Novena,1.32586,103.84719,Entire home/apt,280,20,0,0.0,54,1,f,Condominium,3.0,6.0,6,0.0,f,2.5,250.0,35.0,16
4445,32904861,Maple 1 Bedroom at Club,108818897,Amy,Central Region,Outram,1.28175,103.84536,Entire home/apt,184,3,10,0.68,5,0,f,Apartment,0.0,2.0,2,92.0,f,1.0,200.0,50.0,15
4447,32908869,Less than 5 mins to Orchard,56581820,Jacelyn,Central Region,Tanglin,1.29339,103.82865,Entire home/apt,180,4,3,0.2,2,180,f,Apartment,1.0,1.0,1,80.0,f,1.0,200.0,120.0,26
4450,32921493,Highrise Chinatown Singlebed room,201775246,Hillary,Central Region,Outram,1.2842,103.84255,Private room,49,18,0,0.0,62,364,f,Apartment,1.0,1.0,1,0.0,t,2.0,0.0,15.0,27
4451,32922026,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30342,103.86171999999999,Entire home/apt,105,5,1,0.07,335,0,t,Condominium,0.0,1.0,2,100.0,f,1.0,0.0,30.0,27
